Codice fiscale,Repertorio,Denominazione,Sezione,Cognome rapp legale,Nome rapp legale,Rete,Comune,Provincia,5x1000,Data iscrizione,Regione
97616930158,112330,ASSOCIAZIONE DI PROMOZIONE SOCIALE PERIPATO,ASSOCIAZIONI DI PROMOZIONE SOCIALE,HARARI,SERGIO ALFONSO,No,MILANO,MI,Si,04/05/2023,Lombardia
97816020156,2795,ASSOCIAZIONE DI PROMOZIONE SOCIALE PHOENIX,ASSOCIAZIONI DI PROMOZIONE SOCIALE,BALESTRI,ALBERTO,No,MILANO,MI,Si,17/11/2022,Lombardia
97867890150,80231,ASSOCIAZIONE DI PROMOZIONE SOCIALE PLATFORM ,ASSOCIAZIONI DI PROMOZIONE SOCIALE,VILLA,MATTEO,No,MILANO,MI,Si,17/11/2022,Lombardia
98204540177,33488,ASSOCIAZIONE DI PROMOZIONE SOCIALE POLVERE DI LUNA,ASSOCIAZIONI DI PROMOZIONE SOCIALE,ZATTI,LAURA,No,PISOGNE,BS,Si,07/02/2023,Lombardia
94016790175,68322,ASSOCIAZIONE DI PROMOZIONE SOCIALE POZZOLENGO TERRA DEL FUTURO,ASSOCIAZIONI DI PROMOZIONE SOCIALE,CALABRESI,STEFANO,No,POZZOLENGO,BS,Si,07/11/2022,Lombardia
98207830179,3155,ASSOCIAZIONE DI PROMOZIONE SOCIALE PROMETEO,ASSOCIAZIONI DI PROMOZIONE SOCIALE,FORMENTI,STEAFANO,No,MONTIRONE,BS,Si,19/04/2022,Lombardia
90046770138,133644,ASSOCIAZIONE DI PROMOZIONE SOCIALE PROTECHNO,ASSOCIAZIONI DI PROMOZIONE SOCIALE,GUCCIONE,ANTONY,No,CARIMATE,CO,No,27/03/2024,Lombardia
97773980152,99027,ASSOCIAZIONE DI PROMOZIONE SOCIALE QUARTO STATO,ASSOCIAZIONI DI PROMOZIONE SOCIALE,MARCONI,ALESSIO GIULIO,No,MILANO,MI,Si,02/02/2023,Lombardia
90013730156,53027,ASSOCIAZIONE DI PROMOZIONE SOCIALE SCUOLA SENZA FRONTIERE ,ASSOCIAZIONI DI PROMOZIONE SOCIALE,RANZANI,PAOLA,No,CORBETTA,MI,Si,16/03/2023,Lombardia
90012940137,130058,ASSOCIAZIONE DI PROMOZIONE SOCIALE SHOBU,ASSOCIAZIONI DI PROMOZIONE SOCIALE,PALLADINO,VITANTONIO,No,FINO MORNASCO,CO,No,02/02/2024,Lombardia
3942940986,46733,ASSOCIAZIONE DI PROMOZIONE SOCIALE SINEDDOCHE TEATRO APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,VALENTINO,SALVATORE,No,MONTICHIARI,BS,Si,26/08/2022,Lombardia
915270144,125462,ASSOCIAZIONE DI PROMOZIONE SOCIALE SPARTIACQUE ETS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,MICHELI,NATASCIA,No,SONDRIO,SO,Si,13/11/2023,Lombardia
4613480161,113484,ASSOCIAZIONE DI PROMOZIONE SOCIALE SQUILIBRIO,ASSOCIAZIONI DI PROMOZIONE SOCIALE,MERLA,GIOVANNI MATTEO,No,LOVERE,BG,No,04/07/2023,Lombardia
97839330152,107314,ASSOCIAZIONE DI PROMOZIONE SOCIALE TALENT PLEDGE,ASSOCIAZIONI DI PROMOZIONE SOCIALE,RENELLA,PIERPAOLO,No,MILANO,MI,Si,22/03/2023,Lombardia
97242530158,53011,ASSOCIAZIONE DI PROMOZIONE SOCIALE TEATRIBU'- APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,GAETANI,ANDREA,No,MILANO,MI,Si,14/12/2022,Lombardia
12929500960,113511,ASSOCIAZIONE DI PROMOZIONE SOCIALE TEATRO MAGICO APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,PETRELLA,GIULIO,No,MILANO,MI,Si,03/07/2023,Lombardia
94012420157,68920,ASSOCIAZIONE DI PROMOZIONE SOCIALE TEMPO APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,LAMPERTI,DANILO,No,CARUGATE,MI,Si,10/11/2022,Lombardia
97434870156,117045,ASSOCIAZIONE DI PROMOZIONE SOCIALE THE BRIDGE,ASSOCIAZIONI DI PROMOZIONE SOCIALE,BALDO,LAURA,No,BUCCINASCO,MI,No,29/08/2023,Lombardia
13155900965,124501,ASSOCIAZIONE DI PROMOZIONE SOCIALE TOUR ALTE SDM - E.T.S.,ASSOCIAZIONI DI PROMOZIONE SOCIALE,MILAN,REMO,No,SAN GIULIANO MILANESE,MI,Si,14/11/2023,Lombardia
92071120130,126455,ASSOCIAZIONE DI PROMOZIONE SOCIALE TRAMM,ASSOCIAZIONI DI PROMOZIONE SOCIALE,POLVARA,MATTEO,No,GARLATE,LC,Si,30/11/2023,Lombardia
94642140159,89537,ASSOCIAZIONE DI PROMOZIONE SOCIALE TRINACRIA OGGI APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,DI CARO,SALVATORE,No,MONZA,MB,Si,07/08/2023,Lombardia
95145690137,119632,ASSOCIAZIONE DI PROMOZIONE SOCIALE VELARIO,ASSOCIAZIONI DI PROMOZIONE SOCIALE,GNOCCHI,RICCARDO,No,LAGLIO,CO,No,30/08/2023,Lombardia
94037590133,85297,ASSOCIAZIONE DI PROMOZIONE SOCIALE VILLA FARINA - UNIVERSITA' PER TUTTE LE ETA',ASSOCIAZIONI DI PROMOZIONE SOCIALE,BAIO,SAMUELE,No,CASATENOVO,LC,Si,02/12/2022,Lombardia
2227550981,111928,ASSOCIAZIONE DI PROMOZIONE SOCIALE W.A. MOZART,ASSOCIAZIONI DI PROMOZIONE SOCIALE,CAVOLI,ALBERTO,No,DESENZANO DEL GARDA,BS,Si,02/05/2023,Lombardia
91003580205,112262,ASSOCIAZIONE DI PROTEZIONE CIVILE CITTA' DI SUZZARA ODV,ORGANIZZAZIONI DI VOLONTARIATO,LUGLI,DANIELE,No,SUZZARA,MN,Si,04/05/2023,Lombardia
93065190204,38514,ASSOCIAZIONE DI PROTEZIONE CIVILE LA MOLINELLA - ODV,ORGANIZZAZIONI DI VOLONTARIATO,SPOLADORE,GIAMPIETRO,No,ROVERBELLA,MN,Si,12/07/2022,Lombardia
91575740153,99395,ASSOCIAZIONE DI PROTEZIONE ZOOFILA - MILANO ZOOFILA ODV,ORGANIZZAZIONI DI VOLONTARIATO,TARANTOLA,SILVANA,No,RODANO,MI,Si,02/02/2023,Lombardia
807890132,62977,ASSOCIAZIONE DI PUBBLICA ASSISTENZA E DI PRONTO SOCCORSO SOS ASSOCIAZIONE VOLONTARIA ORGANIZZAZIONE DI VOLONTARIATO,ORGANIZZAZIONI DI VOLONTARIATO,BINDA,GIOVANNI,No,CANZO,CO,Si,28/10/2022,Lombardia
98089350171,125449,ASSOCIAZIONE DI REGISTRO DEL CROMOSOMA 18 ITALIA - ETS,ALTRI ENTI DEL TERZO SETTORE,RUSSOTTI,SARAH,No,NUVOLERA,BS,Si,29/02/2024,Lombardia
95120160163,79375,ASSOCIAZIONE DIRITTI ANZIANI BERGAMO ODV,ORGANIZZAZIONI DI VOLONTARIATO,PERICO,PIERMARIO,No,BERGAMO,BG,No,06/02/2023,Lombardia
95020020160,46956,ASSOCIAZIONE DISABILI BERGAMASCHI ODV,ORGANIZZAZIONI DI VOLONTARIATO,TOMBOLINI,CLAUDIO,No,BERGAMO,BG,Si,05/09/2022,Lombardia
90500690152,80898,ASSOCIAZIONE DISABILI INSIEME - ODV,ORGANIZZAZIONI DI VOLONTARIATO,BERTOGLIO,CESARE BASSANO,No,CASALPUSTERLENGO,LO,Si,22/11/2022,Lombardia
92555470159,124945,ASSOCIAZIONE DISLESSIA DISCALCULIA LODI,ORGANIZZAZIONI DI VOLONTARIATO,RUSSO,DEBORA,No,LODI,LO,Si,26/10/2023,Lombardia
97286970153,96570,ASSOCIAZIONE DI SOLIDARIETA' E VOLONTARIATO INSIEME - ORGANIZZAZIONE DI VOLONTARIATO,ORGANIZZAZIONI DI VOLONTARIATO,FUGAZZA,DANILO,No,MILANO,MI,Si,19/01/2023,Lombardia
2975680162,39608,ASSOCIAZIONE DI SOLIDARIETA' OASI GERICO O.D.V.,ORGANIZZAZIONI DI VOLONTARIATO,ROCCA,PAOLA,No,BERGAMO,BG,Si,12/07/2022,Lombardia
93025990149,79254,ASSOCIAZIONE DISTURBI ALIMENTARI ODV,ORGANIZZAZIONI DI VOLONTARIATO,SERTORI,GIACOMO,No,SONDRIO,SO,No,14/11/2022,Lombardia
97164440154,105556,ASSOCIAZIONE DI VOLONTARIATO AGORA'  ETS ,ALTRI ENTI DEL TERZO SETTORE,CORRADO,ANDREA,No,BRESSO,MI,Si,09/03/2023,Lombardia
91103380159,84474,ASSOCIAZIONE DI VOLONTARIATO AMICI DEI POMPIERI DI SEREGNO ODV,ORGANIZZAZIONI DI VOLONTARIATO,GIORGETTI,EMILIO UMBERTO,No,SEREGNO,MB,No,02/12/2022,Lombardia
2533720963,46654,ASSOCIAZIONE DI VOLONTARIATO AMICI DELLA SPERANZA ODV,ORGANIZZAZIONI DI VOLONTARIATO,BATTISTINI,GUIDO,No,VILLASANTA,MB,Si,08/08/2022,Lombardia
94628950159,49058,ASSOCIAZIONE DI VOLONTARIATO 'AMICI DI NINO BAMBINA' ODV,ORGANIZZAZIONI DI VOLONTARIATO,RAIMONDI,PIER LUIGI ,No,MONZA,MB,No,20/09/2022,Lombardia
91140080150,84466,ASSOCIAZIONE DI VOLONTARIATO AMICI POMPIERI DI LAZZATE ODV,ORGANIZZAZIONI DI VOLONTARIATO,BIGNAMINI,PLINIO,No,LAZZATE,MB,Si,02/12/2022,Lombardia
98119950172,40704,ASSOCIAZIONE DI VOLONTARIATO ANGELI ODV,ORGANIZZAZIONI DI VOLONTARIATO,VANAZZI,ANTONELLA,No,CONCESIO,BS,Si,14/07/2022,Lombardia
93053800202,109616,ASSOCIAZIONE DI VOLONTARIATO CASA DELLE FARFALLE - ODV,ORGANIZZAZIONI DI VOLONTARIATO,MIRTO,MARIAROSARIA,No,POGGIO RUSCO,MN,Si,07/04/2023,Lombardia
96085020186,122555,ASSOCIAZIONE DI VOLONTARIATO CASA DEL POPOLO  MARIELLE FRANCO ODV,ORGANIZZAZIONI DI VOLONTARIATO,CIBELLIS,MANUELA,No,PAVIA,PV,Si,19/10/2023,Lombardia
93018770128,86712,ASSOCIAZIONE DI VOLONTARIATO CULTURALE LIBERI E FORTI ODV,ORGANIZZAZIONI DI VOLONTARIATO,TRIO,ANTONINO,No,LUINO,VA,Si,07/11/2022,Lombardia
92012380124,85804,ASSOCIAZIONE DI VOLONTARIATO DEL CENTRO SOCIALE ANZIANI ANGOLO DELLA VITA APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,PEDRONI,GIANTARCISIO,No,TRAVEDONA-MONATE,VA,No,12/12/2022,Lombardia
97018590170,122705,ASSOCIAZIONE DI VOLONTARIATO DON LUIGI BRACCHI ONLUS,ORGANIZZAZIONI DI VOLONTARIATO,SALA,LUCIO,No,VEROLANUOVA,BS,Si,24/05/2023,Lombardia
94017370159,86259,ASSOCIAZIONE DI VOLONTARIATO DON MARIO CICERI ODV,ORGANIZZAZIONI DI VOLONTARIATO,CORNO,LUIGI,No,SULBIATE,MB,Si,07/11/2022,Lombardia
94061570159,86262,ASSOCIAZIONE DI VOLONTARIATO GRASIE MILLE ODV,ORGANIZZAZIONI DI VOLONTARIATO,SALA,LUCIANA,No,CARNATE,MB,Si,07/11/2022,Lombardia
93047480202,96846,ASSOCIAZIONE DI VOLONTARIATO IL GELSO -ODV,ORGANIZZAZIONI DI VOLONTARIATO,TREVISI,CARLO,No,SAN GIORGIO BIGARELLO,MN,No,24/01/2023,Lombardia
98192570178,90033,ASSOCIAZIONE DI VOLONTARIATO 'L'AQUILONE' DI TORBOLE CASAGLIA ODV,ORGANIZZAZIONI DI VOLONTARIATO,BETTONI,ROBERTO,No,TORBOLE CASAGLIA,BS,Si,07/11/2022,Lombardia
93020750191,110782,ASSOCIAZIONE DI VOLONTARIATO LUISA E LIDIA CAVALLI-ODV,ORGANIZZAZIONI DI VOLONTARIATO,FAJA,MIRELLA,No,OLMENETA,CR,Si,06/01/2023,Lombardia
93011310120,85755,ASSOCIAZIONE DI VOLONTARIATO MONS. COMI APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,LALICATA,SILVANA,No,LUINO,VA,No,12/12/2022,Lombardia
91010060126,86753,ASSOCIAZIONE DI VOLONTARIATO NOI CON VOI - ORGANIZZAZIONE DI VOLONTARIATO,ORGANIZZAZIONI DI VOLONTARIATO,MARANGONI,LUCIA,No,SESTO CALENDE,VA,Si,07/11/2022,Lombardia
92013570129,97011,ASSOCIAZIONE DI VOLONTARIATO PENSIONATI ED ANZIANI DI BARASSO APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,NERBONI,ORNELLA MARIA,No,BARASSO,VA,No,25/01/2023,Lombardia
97626030155,41072,ASSOCIAZIONE DI VOLONTARIATO PROTEZIONE CIVILE DI CASARILE O.D.V.,ORGANIZZAZIONI DI VOLONTARIATO,ZAMBETTA,ANGELO,No,CASARILE,MI,Si,22/07/2022,Lombardia
98038550178,116842,ASSOCIAZIONE DI VOLONTARIATO PROTEZIONE CIVILE FRANCIACORTA - ORGANIZZAZIONE DI VOLONTARIATO O O.D.V.,ORGANIZZAZIONI DI VOLONTARIATO,GALLI,MARCO,No,RODENGO SAIANO,BS,Si,05/06/2023,Lombardia
91076440154,46660,ASSOCIAZIONE DI VOLONTARIATO RESIDENZA AMICA ODV,ORGANIZZAZIONI DI VOLONTARIATO,SANVITO,ROSELLA,No,GIUSSANO,MB,No,08/08/2022,Lombardia
92049570135,36518,ASSOCIAZIONE DI VOLONTARIATO SAN BERNARDO - ODV,ORGANIZZAZIONI DI VOLONTARIATO,BONFANTI,LUIGI,No,GARBAGNATE MONASTERO,LC,Si,24/06/2022,Lombardia
91075060128,3021,ASSOCIAZIONE DI VOLONTARIATO SOCIO AMBIENTALE ODV RIPULIAMO-LO,ORGANIZZAZIONI DI VOLONTARIATO,STILO,GIOVANNI LUIGI,No,LONATE POZZOLO,VA,Si,05/05/2022,Lombardia
93002970122,40064,ASSOCIAZIONE DI VOLONTARIATO SOLIDARIETA' ODV,ORGANIZZAZIONI DI VOLONTARIATO,CORAZZA,ELIO ERMANNO,No,MACCAGNO CON PINO E VEDDASCA,VA,Si,21/07/2022,Lombardia
92563770152,124938,ASSOCIAZIONE DI VOLONTARIATO 'TANA LIBERA TUTTI' ODV,ORGANIZZAZIONI DI VOLONTARIATO,MASSARA,RAFFAELLA GIULIA,No,MAIRAGO,LO,No,22/03/2023,Lombardia
94029660159,86269,ASSOCIAZIONE DI VOLONTARIATO UL PASSIN,ORGANIZZAZIONI DI VOLONTARIATO,BRAMBILLA,GIANCARLO,No,USMATE VELATE,MB,No,07/11/2022,Lombardia
94605940157,87382,ASSOCIAZIONE DI VOLONTARIATO VITTIME DEL DOVERE ETS ODV,ORGANIZZAZIONI DI VOLONTARIATO,PIANTADOSI,EMANUELA,No,MONZA,MB,Si,12/12/2022,Lombardia
1857200164,38877,ASSOCIAZIONE DOMENICO OPRANDI ETS,ALTRI ENTI DEL TERZO SETTORE,PEGURRI,VINCENZO,No,LOVERE,BG,No,13/01/2023,Lombardia
1899140204,111489,ASSOCIAZIONE DON ALDO MORATTI - ODV,ORGANIZZAZIONI DI VOLONTARIATO,CIMAROSTI,FABIO,No,CASTEL GOFFREDO,MN,Si,26/04/2023,Lombardia
80113670154,38235,ASSOCIAZIONE DONATORI DI SANGUE DELL'ISTITUTO NAZIONALE DEI TUMORI DI MILANO - ODV,ORGANIZZAZIONI DI VOLONTARIATO,COCCHIA,ROCCO FEDERICO,No,MILANO,MI,Si,29/09/2022,Lombardia
97062120155,90767,ASSOCIAZIONE DONATORI DI SANGUE DELL'OSPEDALE FATEBENEFRATELLI ED OFTALMICO DI MILANO ODV,ORGANIZZAZIONI DI VOLONTARIATO,MOLTENI,NICOLETTA,No,MILANO,MI,Si,23/12/2022,Lombardia
96036620183,111586,ASSOCIAZIONE DONATORI DI VOCE - A.DO.V. - ODV,ORGANIZZAZIONI DI VOLONTARIATO,ROAT,SONIA,No,PAVIA,PV,Si,13/01/2023,Lombardia
97767450154,85921,ASSOCIAZIONE DONATORI E VOLONTARI PERSONALE POLIZIA DI STATO LOMBARDIA,ORGANIZZAZIONI DI VOLONTARIATO,CIOE',GIANLUCA,No,BRESCIA,BS,No,07/11/2022,Lombardia
11619060152,102659,ASSOCIAZIONE DONATORI OSPEDALE SAN PAOLO ORGANIZZAZIONE DI VOLONTARIATO,ORGANIZZAZIONI DI VOLONTARIATO,MONTONERI,PAOLO,No,MILANO,MI,Si,16/02/2023,Lombardia
97208500153,99409,ASSOCIAZIONE DONATORI SAN CARLO BORROMEO  ODV,ORGANIZZAZIONI DI VOLONTARIATO, SZEGO,EDUARDO ,No,MILANO,MI,Si,02/02/2023,Lombardia
98120670173,86115,ASSOCIAZIONE DON CHISCIOTTE - APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,RASCHITELLI,DARIO,No,RONCADELLE,BS,Si,07/11/2022,Lombardia
92013620189,101612,ASSOCIAZIONE DON DAVIDE COLOMBO ODV,ORGANIZZAZIONI DI VOLONTARIATO,SPORTIELLO,ANTONIO,No,PARONA,PV,Si,01/02/2023,Lombardia
91048110166,117318,ASSOCIAZIONE DONE DE TEREN APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,DESOPO,MARIA ANTONELLA,No,TERNO D'ISOLA,BG,Si,21/11/2023,Lombardia
90011850139,88532,ASSOCIAZIONE DONE-GRUPPO MISSIONARIO CREMNAGO E.T.S.,ALTRI ENTI DEL TERZO SETTORE,CONSONNI,LUIGI,No,INVERIGO,CO,Si,23/03/2023,Lombardia
97136200157,80220,ASSOCIAZIONE DON EUGENIO BUSSA APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,CLERICI,EMILIO,No,MILANO,MI,Si,17/11/2022,Lombardia
94529790159,46678,ASSOCIAZIONE DON GIULIO FARINA ODV,ORGANIZZAZIONI DI VOLONTARIATO,PEREGO,PAOLO,No,MONZA,MB,Si,05/09/2022,Lombardia
877060178,38208,ASSOCIAZIONE DON LUIGI FAUSTI ETS,ALTRI ENTI DEL TERZO SETTORE,QUAGLINO,LUIGI,No,MARCHENO,BS,Si,25/08/2022,Lombardia
94004400183,86845,ASSOCIAZIONE DON LUIGI MANAZZA - APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,BUTTA,PAOLO,No,CASSOLNOVO,PV,Si,07/11/2022,Lombardia
91014950199,120137,ASSOCIAZIONE DONNA SEMPRE ODV,ORGANIZZAZIONI DI VOLONTARIATO,MARICONTI,ANTONIO ANGELO,No,CREMA,CR,Si,31/07/2023,Lombardia
91014700198,31575,ASSOCIAZIONE DONNE CONTRO LA VIOLENZA - ODV,ORGANIZZAZIONI DI VOLONTARIATO,BIANCHETTI,GIANNA,No,CREMA,CR,Si,31/10/2022,Lombardia
97948910159,120252,ASSOCIAZIONE DONNE DEL RETAIL ETS,ALTRI ENTI DEL TERZO SETTORE,GRAFFIONE,ELEONORA,No,MILANO,MI,Si,20/09/2023,Lombardia
80173910151,118052,ASSOCIAZIONE DONNE EBREE D'ITALIA ETS - FEDERAZIONE ITALIANA DELLA WIZO WOMEN'S INTERNATIONAL ZIONIST ORGANIZATION,ALTRI ENTI DEL TERZO SETTORE,MARTINOTTI,SUSANNA,No,MILANO,MI,Si,20/06/2023,Lombardia
97015520170,86046,ASSOCIAZIONE DONNE OLTRE,ASSOCIAZIONI DI PROMOZIONE SOCIALE,PEROTTI,FRANCESCA,No,MANERBIO,BS,No,07/11/2022,Lombardia
98134420177,136738,"ASSOCIAZIONE DONNE,POLITICA E ISTITUZIONI, SPAZIO PER LA PROMOZIONE DELLA DEMOCRAZIA PARITARIA ETS",ALTRI ENTI DEL TERZO SETTORE,MONDINI,MARIA ROSA,No,BRESCIA,BS,Si,21/05/2024,Lombardia
95113680136,37131,ASSOCIAZIONE DONO APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,TATTARLETTI,MARINO,No,LURATE CACCIVIO,CO,Si,24/06/2022,Lombardia
90020170123,101973,ASSOCIAZIONE DON PINO ODV,ORGANIZZAZIONI DI VOLONTARIATO,MARMONTI,DANIELA,No,OLGIATE OLONA,VA,Si,10/10/2023,Lombardia
1644410126,86628,ASSOCIAZIONE DON ROCCO COLOMBO - ORGANIZZAZIONE DI VOLONTARIATO (ODV),ORGANIZZAZIONI DI VOLONTARIATO,MACCHI,LUIGI,No,CARNAGO,VA,No,07/11/2022,Lombardia
93042630207,116843,ASSOCIAZIONE DON UGO GORNI MAMMA DELLA PACE - ODV,ORGANIZZAZIONI DI VOLONTARIATO,PAGANI,GIAMPIETRO,No,PORTO MANTOVANO,MN,Si,05/06/2023,Lombardia
93068050207,141567,ASSOCIAZIONE DON ULISSE BRESCIANI APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,FERRARI,CORRADO,No,MANTOVA,MN,Si,15/10/2024,Lombardia
94012640150,100171,ASSOCIAZIONE DORI DELGROSSI ODV,ORGANIZZAZIONI DI VOLONTARIATO,DEL CAMPO,VALENTINA,No,VIMERCATE,MB,Si,09/02/2023,Lombardia
98058870175,57657,ASSOCIAZIONE DORMITORIO SAN VINCENZO DE PAOLI - ODV,ORGANIZZAZIONI DI VOLONTARIATO,SULLIOTTI,BONA,No,BRESCIA,BS,Si,19/10/2022,Lombardia
97646130159,29503,ASSOCIAZIONE D.O.T. (DO ONE THING) ETS,ALTRI ENTI DEL TERZO SETTORE,MARCHI,UMBERTO,No,MILANO,MI,Si,09/05/2022,Lombardia
94160270362,109778,ASSOCIAZIONE DOVESEITU - APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,GORNI,MANUELA,No,MANTOVA,MN,Si,12/05/2023,Lombardia
4811460965,29637,ASSOCIAZIONE DUETTI E 1/2 ETS,ALTRI ENTI DEL TERZO SETTORE,MAZZOLA,LOREDANA,No,MILANO,MI,Si,09/05/2022,Lombardia
6857230962,50928,ASSOCIAZIONE ECATE - ENTE DEL TERZO SETTORE,ALTRI ENTI DEL TERZO SETTORE,CARMAGNOLA,SARA,No,MILANO,MI,Si,20/10/2022,Lombardia
2958000123,132490,ASSOCIAZIONE ECCENTRICI DADARO' ETS,ALTRI ENTI DEL TERZO SETTORE,LOMBARDELLI,SIMONE,No,SARONNO,VA,Si,06/03/2024,Lombardia
93036120140,102648,ASSOCIAZIONE ECOFAUNISTICA VALMALENCO - CASA DI BAMBI ODV,ORGANIZZAZIONI DI VOLONTARIATO,NANI,STEFANO,No,CHIESA IN VALMALENCO,SO,Si,15/05/2023,Lombardia
90008800204,116856,ASSOCIAZIONE ECOLOGICA MUSEO OGLIO CHIESE - ODV,ORGANIZZAZIONI DI VOLONTARIATO,MILANI,GABRIELE,No,CANNETO SULL'OGLIO,MN,No,05/06/2023,Lombardia
98164720173,85881,ASSOCIAZIONE ECOMUSEO VALLALTA APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,CONFORTINI,IVAN,No,BOTTICINO,BS,No,07/11/2022,Lombardia
95261860167,141912,ASSOCIAZIONE ECONOMIEFUORISCALA ETS,ALTRI ENTI DEL TERZO SETTORE,RANGHETTI,ROBERTO,No,CAROBBIO DEGLI ANGELI,BG,No,18/10/2024,Lombardia
1816030199,139212,ASSOCIAZIONE EDEN,ALTRI ENTI DEL TERZO SETTORE,GRANDINI,ALAN,No,PIZZIGHETTONE,CR,No,28/06/2024,Lombardia
872710173,118058,ASSOCIAZIONE EDUCATIVA PER L'INFANZIA CRISTO RE - ENTE DEL TERZO SETTORE,ALTRI ENTI DEL TERZO SETTORE,TRILLI,GIORGIO,No,BRESCIA,BS,Si,21/06/2023,Lombardia
97757530155,98228,ASSOCIAZIONE EFFETTI VISIVI ETS,ALTRI ENTI DEL TERZO SETTORE,VIEZZOLI,DIEGO,No,MILANO,MI,Si,06/09/2023,Lombardia
95294240635,106978,ASSOCIAZIONE EHE ITALIA - NON SOLO LAURA ODV,ORGANIZZAZIONI DI VOLONTARIATO,IVANESCU,ANDREI,No,CONCOREZZO,MB,Si,30/05/2023,Lombardia
2520080207,94362,ASSOCIAZIONE EL AMAL APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,JABIRI,ABDELMAJID,No,GUIDIZZOLO,MN,Si,15/03/2023,Lombardia
90003200202,111154,ASSOCIAZIONE EL CASTEL AUSER CASTEL GOFFREDO ODV,ORGANIZZAZIONI DI VOLONTARIATO,NARDI,PIETRO,No,CASTEL GOFFREDO,MN,Si,20/04/2023,Lombardia
94033490130,48819,ASSOCIAZIONE EMIGRANTI DI ORIGINI DELLA GUINE-BISSAU IN ITALIA (A.E.O.G.B.) APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,JOAO INSUMBO,SIMAO,No,BULCIAGO,LC,Si,12/09/2022,Lombardia
97455750154,60966,ASSOCIAZIONE EMI UN RIFUGIO PER RANDAGI ODV,ORGANIZZAZIONI DI VOLONTARIATO,SILBERNAGL,GAIA,No,MILANO,MI,Si,27/10/2022,Lombardia
92008440171,86201,ASSOCIAZIONE EMOFILICI BRESCIA ELISABETTA RAVASIO PASSERI APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,BERTOLI,ENZO RENATO,No,SAREZZO,BS,Si,07/11/2022,Lombardia
95251640165,31999,ASSOCIAZIONE E.M.PA.TI.A ETS,ALTRI ENTI DEL TERZO SETTORE,BORALI,ELENA,No,BERGAMO,BG,No,12/07/2022,Lombardia
96028240180,120261,ASSOCIAZIONE EOS - ETS,ALTRI ENTI DEL TERZO SETTORE,MARELLI,CLAUDIA JASMIN,No,PAVIA,PV,Si,20/11/2023,Lombardia
97206250157,130567,ASSOCIAZIONE EOS PER LA MUSICA CORALE - ETS,ALTRI ENTI DEL TERZO SETTORE,POZZI,FRANCESCA,No,MILANO,MI,No,23/04/2024,Lombardia
92086380133,142006,ASSOCIAZIONE EQUOSOLIDALE LECCO ODV,ORGANIZZAZIONI DI VOLONTARIATO,VALSECCHI,BARBARA,No,LECCO,LC,Si,20/08/2024,Lombardia
91013430193,60201,ASSOCIAZIONE ETA' LIBERA APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,MOMBRINI,FABIOLA,No,PIANENGO,CR,Si,26/10/2022,Lombardia
95100060169,83303,ASSOCIAZIONE ETICA ETS,ALTRI ENTI DEL TERZO SETTORE,MASSERETTI,STEFANO,No,ALMENNO SAN BARTOLOMEO,BG,Si,10/02/2023,Lombardia
97292290158,102371,ASSOCIAZIONE ETICO CULTURALE ITALIANA DEGLI OPERATORI DI BIODANZA SISTEMA ROLANDO TORO ENTE NO PROFIT - APS ETS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,MARANGONI,MAURO GIOVANNI,No,MILANO,MI,No,16/02/2023,Lombardia
92053790157,105511,ASSOCIAZIONE ETS - ODV ''AMICI DEL SANT'ERASMO'',ORGANIZZAZIONI DI VOLONTARIATO,LEONCINI,EDDA,No,LEGNANO,MI,No,09/03/2023,Lombardia
97685610152,108556,ASSOCIAZIONE ETS SELEGGO I LIONS ITALIANI PER LA DISLESSIA ODV,ORGANIZZAZIONI DI VOLONTARIATO,PONS,GIOVANNI BATTISTA,No,BESOZZO,VA,Si,07/08/2023,Lombardia
9993570150,117442,ASSOCIAZIONE EUROPEA ROTARY PER L'AMBIENTE IN BREVE A.E.R.A. - ETS,ALTRI ENTI DEL TERZO SETTORE,ZAMPAGLIONE,PAOLO,No,MILANO,MI,No,30/08/2023,Lombardia
